id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R000568,25-06-23,Motor City,Motor City,25.03765,55.22809,apartment,2BR,2,1008,93.6,sea,fully_furnished,TRUE,1,Mall of the Emirates,Red,108,18.34,yearly,2,24600,24,262
R000569,07-09-21,Bukadra,Bukadra,25.1884,55.34042,apartment,studio,0,382,35.5,golf_course,unfurnished,TRUE,2,Etisalat,Green,121,6.71,yearly,6,7100,18,202
R000570,06-04-26,Arabian Ranches 2,Arabian Ranches,25.05861,55.26989,villa,5BR_villa,5,5065,470.6,golf_course,semi_furnished,FALSE,4,Centrepoint,Red,314,15.42,yearly,2,202300,39,430
R000571,27-01-24,Bulgari Resort,Jumeirah Bay,25.20886,55.26702,apartment,2BR,2,1577,146.5,community,fully_furnished,TRUE,1,Al Karama,Red,90,1.49,yearly,2,196900,124,1344
R000572,17-10-22,The Meadows,Emirates Living,25.05353,55.18427,villa,5BR_villa,5,5273,489.9,park,semi_furnished,TRUE,3,Dubai Investment Park,Red,91,18.37,yearly,2,240500,45,491
R000573,28-09-25,Bur Dubai,Bur Dubai,25.25545,55.29488,apartment,studio,0,572,53.1,sea,unfurnished,FALSE,1,Al Ghubaiba,Green,1,6.8,yearly,6,12800,22,240
R000574,05-11-25,Majan,Dubailand,25.06417,55.28759,apartment,3BR,3,1931,179.4,community,semi_furnished,TRUE,2,Dubai Internet City,Red,138,14.85,yearly,2,42100,21,235
R000575,08-09-23,Jumeirah 2,Jumeirah,25.22961,55.25,apartment,1BR,1,774,71.9,community,fully_furnished,TRUE,2,World Trade Centre,Red,56,4.36,yearly,1,32800,42,456
R000576,30-05-24,Al Reem,Arabian Ranches,25.04764,55.28145,villa,4BR_villa,4,3749,348.3,sea,unfurnished,FALSE,3,Noor Bank,Red,117,16.65,yearly,2,150200,40,431
R000577,27-06-23,Business Bay,Business Bay,25.18918,55.25472,apartment,2BR,2,1362,126.6,burj_khalifa,unfurnished,TRUE,1,Business Bay,Red,2,2.17,yearly,12,60800,44,480
R000578,12-04-21,City Walk,Al Wasl,25.20677,55.25173,apartment,3BR,3,1754,163,park,fully_furnished,FALSE,1,Max,Red,58,2.52,yearly,2,66400,37,408
R000579,09-08-25,DAMAC Lagoons,Damac,25.04195,55.2577,villa,4BR_villa,4,3309,307.4,community,fully_furnished,FALSE,3,Al Qiyadah,Red,336,17.34,yearly,2,107200,32,349
R000580,24-02-21,The Springs,Emirates Living,25.05899,55.18419,villa,4BR_villa,4,4599,427.2,city,unfurnished,TRUE,3,Mashreq Bank,Red,72,17.85,yearly,2,93800,20,219
R000581,23-12-21,Al Furjan,Al Furjan,25.02073,55.13764,apartment,3BR,3,1507,140,pool,unfurnished,FALSE,1,Al Furjan,Red,5,23.97,yearly,4,24600,16,176
R000582,27-12-23,Jumeirah Village Triangle,JVT,25.05077,55.16918,apartment,1BR,1,796,74,marina,unfurnished,FALSE,2,Danube,Red,90,19.42,yearly,6,20000,25,270
R000583,09-09-21,Dubai Hills Estate,Mohammed Bin Rashid,25.12529,55.23731,villa,3BR_villa,3,1978,183.7,marina,fully_furnished,TRUE,4,World Trade Centre,Red,156,8.82,short_term,6,67500,34,367
R000584,29-09-24,Falcon City of Wonders,Dubailand,25.0343,55.3152,apartment,3BR,3,1275,118.5,community,unfurnished,FALSE,1,First Abu Dhabi Bank,Red,170,18.57,yearly,1,23400,18,198
R000585,20-03-22,The Views,The Greens,25.11676,55.18893,apartment,studio,0,491,45.6,burj_khalifa,fully_furnished,TRUE,1,Dubai Internet City,Red,8,12.41,yearly,2,22400,45,491
R000586,05-05-25,Dubai Sports City,Dubai Sports City,25.04036,55.23072,apartment,studio,0,508,47.2,city,unfurnished,FALSE,1,Discovery Gardens,Red,93,17.99,yearly,1,10600,20,224
R000587,15-11-22,Al Warqa,Al Warqa,25.19262,55.40432,villa,3BR_villa,3,2984,277.2,pool,fully_furnished,TRUE,3,World Trade Centre,Red,140,13.08,yearly,6,66600,22,240
R000588,28-10-25,Azizi Riviera,MBR City,25.17614,55.28711,apartment,3BR,3,1079,100.3,park,unfurnished,TRUE,1,Emirates Towers,Red,63,2.67,yearly,2,23700,22,236
R000589,09-02-22,Pearl Jumeira,Jumeirah,25.21611,55.24574,apartment,studio,0,300,27.9,park,unfurnished,FALSE,1,Noor Bank,Red,139,3.57,yearly,6,21300,71,764
R000590,14-01-24,Al Barsha South,Al Barsha,25.07811,55.2291,apartment,2BR,2,958,89,marina,unfurnished,TRUE,2,Ibn Battuta,Red,123,14.01,yearly,1,25100,26,282
R000591,03-12-24,Jumeirah Village Circle,JVC,25.0521,55.21128,apartment,4BR_penthouse,4,2278,211.6,park,semi_furnished,TRUE,2,Abu Baker Al Siddique (G),Green,337,17.34,yearly,4,41100,18,194
R000592,27-11-23,Jumeirah Islands,Emirates Living,25.03724,55.16212,villa,5BR_villa,5,5415,503.1,community,unfurnished,TRUE,2,Energy,Red,129,21.08,yearly,1,270100,49,537
R000593,09-02-26,Madinat Jumeirah Living,Jumeirah,25.1319,55.21059,apartment,2BR,2,1313,121.9,pool,unfurnished,TRUE,1,Mall of the Emirates,Red,28,9.69,yearly,4,80700,61,662
R000594,12-10-23,Falcon City of Wonders,Dubailand,25.03222,55.28987,villa,3BR_villa,3,2248,208.9,community,unfurnished,TRUE,3,Stadium (G),Green,354,18.41,yearly,2,54400,24,260
R000595,02-05-24,The Views,The Greens,25.10158,55.17317,apartment,4BR_penthouse,4,3452,320.7,city,semi_furnished,TRUE,2,Dubai Internet City,Red,4,14.73,short_term,1,118300,34,369
R000596,06-05-25,Business Bay,Business Bay,25.19602,55.27226,apartment,2BR,2,1331,123.6,community,fully_furnished,TRUE,1,Max,Red,71,0.25,yearly,1,48900,36,396
R000597,08-08-22,Sustainable City,Sustainable City,24.9903,55.27496,villa,6BR_villa,6,9222,856.8,sea,fully_furnished,TRUE,3,Danube,Red,199,23.01,yearly,12,301900,32,352
R000598,09-08-22,World Islands,World Islands,25.2128,55.16689,apartment,2BR,2,1480,137.5,community,fully_furnished,TRUE,1,Noor Bank,Red,150,10.95,yearly,1,112800,76,820
R000599,10-09-25,International City,International City,25.16545,55.42121,apartment,3BR,3,1943,180.5,park,fully_furnished,TRUE,1,Abu Hail,Red,186,15.19,yearly,6,21000,10,116
R000600,05-08-22,Deira,Deira,25.27178,55.3224,apartment,1BR,1,792,73.6,park,unfurnished,TRUE,1,Union,Red,4,9.6,yearly,2,14000,17,191
R000601,14-06-21,Bur Dubai,Bur Dubai,25.25329,55.30579,apartment,2BR,2,1137,105.6,community,unfurnished,FALSE,1,Al Ras,Green,11,6.99,yearly,4,11200,9,106
R000602,16-12-24,Discovery Gardens,Discovery Gardens,25.0409,55.16044,apartment,1BR,1,766,71.1,marina,semi_furnished,TRUE,1,MRT-1,Red,22,20.83,yearly,1,18700,24,264
R000603,06-01-24,Remraam,Dubailand,24.99144,55.2594,apartment,studio,0,391,36.3,park,unfurnished,TRUE,1,Jumeirah Golf Estates,Red,110,22.93,yearly,2,4900,12,134
R000604,23-03-24,Mirdif,Mirdif,25.23243,55.41689,villa,5BR_villa,5,4659,432.8,sea,fully_furnished,TRUE,2,Al Nahda (G),Green,119,14.86,yearly,2,148500,31,343
R000605,07-01-22,Dubai Islands,Deira Islands,25.29496,55.31117,villa,3BR_villa,3,2477,230.1,marina,unfurnished,TRUE,2,Salah Al Din (G),Green,17,11.48,yearly,2,68100,27,296
R000606,11-02-26,Jumeirah 1,Jumeirah,25.23188,55.25708,apartment,studio,0,371,34.5,marina,unfurnished,TRUE,1,Expo 2020,Red,393,4.23,yearly,2,19600,52,568
R000607,31-05-25,Al Barsha,Al Barsha,25.10683,55.20361,villa,4BR_villa,4,5097,473.5,community,fully_furnished,TRUE,3,Mall of the Emirates,Red,11,12.32,yearly,4,141900,27,300
R000608,08-04-25,Jumeirah Park,Emirates Living,25.05841,55.14007,villa,3BR_villa,3,2925,271.8,community,unfurnished,TRUE,4,UAE Pavilion,Red,63,20.52,yearly,6,122900,42,452
R000609,08-04-21,Maritime City,Maritime City,25.27011,55.26204,apartment,1BR,1,736,68.3,park,fully_furnished,FALSE,1,Al Ghubaiba,Green,49,8.2,yearly,4,14200,19,207
R000610,17-10-22,The Lakes,Emirates Living,25.06094,55.19649,villa,3BR_villa,3,3051,283.5,burj_khalifa,fully_furnished,TRUE,3,Noor Bank,Red,99,17.06,yearly,6,179300,58,633
R000611,17-10-24,Jumeirah 1,Jumeirah,25.22473,55.2465,apartment,3BR,3,2124,197.3,sea,fully_furnished,FALSE,1,Al Ras,Green,70,4.15,yearly,1,138200,65,700
R000612,23-10-21,Al Barsha,Al Barsha,25.1273,55.21193,apartment,3BR,3,1925,178.8,park,unfurnished,TRUE,1,ADCB,Red,233,10,yearly,2,29100,15,163
R000613,12-10-21,Jumeirah 1,Jumeirah,25.23509,55.27157,villa,5BR_villa,5,5867,545,marina,unfurnished,TRUE,2,Al Karama,Red,65,4.22,yearly,2,178400,30,327
R000614,25-05-25,Living Legends,Dubailand,25.08003,55.31443,apartment,2BR,2,1119,104,community,unfurnished,TRUE,1,Al Nahda (G),Green,301,13.64,yearly,2,19800,17,190
R000615,25-11-24,Dubai Marina,Dubai Marina,25.08619,55.13868,apartment,3BR,3,1842,171.1,burj_khalifa,unfurnished,TRUE,2,Al Furjan,Red,74,18.41,yearly,2,105200,57,615
R000616,19-12-23,Discovery Gardens,Discovery Gardens,25.03066,55.15217,apartment,3BR,3,1960,182.1,burj_khalifa,semi_furnished,FALSE,2,Al Furjan,Red,20,22.23,yearly,12,55500,28,305
R000617,12-10-25,Al Barsha,Al Barsha,25.11427,55.19466,apartment,1BR,1,764,71,park,fully_furnished,FALSE,1,Al Jafiliya,Red,194,12.22,yearly,12,16100,21,227
R000618,11-01-22,Al Nahda,Al Nahda,25.29656,55.35848,apartment,studio,0,418,38.8,community,unfurnished,TRUE,1,Stadium,Red,6,13.91,short_term,12,6500,15,168
R000619,13-06-23,Mira,Reem,25.02283,55.28749,villa,5BR_villa,5,5767,535.8,park,fully_furnished,FALSE,2,Discovery Gardens,Red,156,19.43,yearly,6,157600,27,294
R000620,17-04-25,The Lakes,Emirates Living,25.06959,55.18877,villa,4BR_villa,4,3891,361.5,community,semi_furnished,TRUE,3,Al Furjan,Red,60,16.6,yearly,4,180200,46,498
R000621,20-04-25,Bukadra,Bukadra,25.18507,55.33556,apartment,studio,0,399,37,city,fully_furnished,FALSE,2,Creek,Green,68,6.3,yearly,2,15500,38,418
R000622,10-09-21,Remraam,Dubailand,24.99141,55.2626,apartment,4BR_penthouse,4,2253,209.3,sea,unfurnished,FALSE,1,MRT-1,Red,151,22.91,yearly,4,23800,10,114
R000623,09-12-25,Al Mamzar,Al Mamzar,25.30413,55.34344,apartment,studio,0,515,47.9,city,fully_furnished,FALSE,1,Stadium (G),Green,23,13.77,yearly,4,12300,23,258
R000624,25-07-21,Town Square,Nshama,25.01469,55.27415,apartment,1BR,1,810,75.3,community,fully_furnished,TRUE,1,Expo 2020,Red,162,20.29,yearly,4,9700,12,129
R000625,22-02-26,Dubailand,Dubailand,25.02181,55.30942,villa,6BR_villa,6,8141,756.3,park,unfurnished,TRUE,2,Mall of the Emirates,Red,176,19.82,yearly,1,136600,16,181
R000626,12-03-25,Dubai Investment Park,DIP,24.99662,55.18445,apartment,2BR,2,1341,124.5,park,unfurnished,TRUE,1,MRT-1,Red,80,24.07,yearly,1,24700,18,199
R000627,09-03-25,Majan,Dubailand,25.06921,55.26326,apartment,1BR,1,727,67.6,park,fully_furnished,TRUE,1,Baniyas Square,Red,268,14.28,yearly,1,14600,20,217
R000628,04-04-24,DIFC,DIFC,25.21689,55.27818,apartment,4BR_penthouse,4,3589,333.4,burj_khalifa,unfurnished,TRUE,2,Max,Red,42,2.22,short_term,12,234400,65,703
R000629,08-09-21,Al Barsha South,Al Barsha,25.06931,55.219,apartment,1BR,1,706,65.6,community,fully_furnished,FALSE,1,Noor Bank,Red,64,15.27,yearly,6,10900,15,167
R000630,11-03-26,Jumeirah Golf Estates,JGE,25.01161,55.19804,villa,4BR_villa,4,3132,291,city,fully_furnished,FALSE,4,Mashreq Bank,Red,116,22.02,yearly,4,160700,51,552
R000631,05-12-23,Living Legends,Dubailand,25.08316,55.30492,villa,4BR_villa,4,4008,372.4,community,fully_furnished,TRUE,3,Business Bay,Red,149,13.05,yearly,2,139300,34,374
R000632,16-03-25,Jumeirah 2,Jumeirah,25.22693,55.24695,apartment,studio,0,564,52.4,community,fully_furnished,TRUE,1,Financial Centre,Red,48,4.31,yearly,6,25700,45,491
R000633,18-05-24,Bluewaters Island,Dubai Marina,25.06772,55.13444,apartment,3BR,3,1607,149.3,pool,fully_furnished,TRUE,2,Ibn Battuta,Red,49,20.15,yearly,2,113200,70,758
R000634,15-02-26,Dubai Sports City,Dubai Sports City,25.03666,55.22802,apartment,3BR,3,1643,152.7,golf_course,unfurnished,FALSE,1,Dubai Investment Park,Red,95,18.45,yearly,6,37200,22,244
R000635,05-10-22,Tilal Al Ghaf,Tilal Al Ghaf,25.01776,55.26744,villa,6BR_villa,6,9691,900.3,city,unfurnished,FALSE,3,Ibn Battuta,Red,176,19.97,yearly,12,229800,23,255
R000636,10-11-24,The Lakes,Emirates Living,25.0593,55.18083,villa,4BR_villa,4,3126,290.4,golf_course,fully_furnished,TRUE,3,Ibn Battuta,Red,85,18,yearly,12,182800,58,630
R000637,31-01-22,Sustainable City,Sustainable City,24.97875,55.28358,villa,6BR_villa,6,6788,630.6,community,fully_furnished,FALSE,3,Jumeirah Golf Estates,Red,149,24.31,yearly,2,144600,21,229
R000638,27-09-21,Arabian Ranches,Arabian Ranches,25.04782,55.29805,villa,4BR_villa,4,4334,402.6,park,unfurnished,TRUE,3,Al Qusais,Green,340,16.78,yearly,2,109300,25,272
R000639,05-09-25,Town Square,Nshama,24.99963,55.29402,apartment,2BR,2,1293,120.1,park,unfurnished,TRUE,2,Expo 2020,Red,161,22.06,yearly,1,22500,17,187
R000640,22-06-23,Meydan,Meydan,25.1471,55.28857,villa,6BR_villa,6,9150,850.1,marina,fully_furnished,TRUE,3,Salah Al Din,Red,172,5.75,yearly,2,391000,42,460
R000641,13-10-23,The Lakes,Emirates Living,25.04368,55.20255,villa,4BR_villa,4,4532,421.1,city,fully_furnished,FALSE,3,Union (G),Green,321,18.54,yearly,6,270700,59,643
R000642,23-04-24,The Valley,Dubai-Al Ain Road,24.95815,55.49511,villa,4BR_villa,4,4470,415.3,community,semi_furnished,TRUE,4,ADCB,Red,452,34.65,yearly,2,89300,20,215
R000643,07-07-25,The Views,The Greens,25.10854,55.17004,apartment,2BR,2,1524,141.6,community,fully_furnished,TRUE,1,Dubai Internet City,Red,4,14.41,yearly,2,57800,38,409
R000644,04-11-24,The Meadows,Emirates Living,25.06919,55.16687,villa,6BR_villa,6,6865,637.7,city,fully_furnished,FALSE,3,First Abu Dhabi Bank,Red,131,17.88,yearly,1,360400,52,565
R000645,20-11-21,Bur Dubai,Bur Dubai,25.26325,55.3027,apartment,3BR,3,1711,159,community,unfurnished,TRUE,2,Union (G),Green,27,7.88,short_term,6,15500,9,97
R000646,09-12-24,Al Furjan,Al Furjan,25.02462,55.14034,apartment,3BR,3,2304,214.1,pool,semi_furnished,FALSE,2,Al Furjan,Red,3,23.46,yearly,4,51500,22,241
R000647,18-02-25,Dubai Harbour,Dubai Marina,25.08053,55.13517,villa,5BR_villa,5,5454,506.7,burj_khalifa,unfurnished,FALSE,3,Al Furjan,Red,81,19.1,yearly,1,459200,84,906
R000648,12-01-22,The Lakes,Emirates Living,25.04443,55.16258,villa,4BR_villa,4,4051,376.3,pool,fully_furnished,FALSE,4,Sharaf DG,Red,70,20.38,yearly,2,164200,40,436
R000649,04-11-21,World Islands,World Islands,25.22486,55.16572,apartment,3BR,3,2123,197.2,golf_course,fully_furnished,TRUE,1,ADCB,Red,180,11.36,yearly,2,107300,50,544
R000650,05-12-24,La Mer,Jumeirah,25.22175,55.26114,apartment,3BR,3,1957,181.8,city,semi_furnished,FALSE,1,Dubai Airport Free Zone,Green,143,3.04,yearly,1,108300,55,596
R000651,21-01-23,Dubailand,Dubailand,25.04356,55.31055,villa,5BR_villa,5,5416,503.2,park,semi_furnished,TRUE,2,Al Jadaf,Green,268,17.47,yearly,2,82700,15,164
R000652,24-03-23,Jumeirah Park,Emirates Living,25.04879,55.17896,villa,5BR_villa,5,5723,531.7,community,semi_furnished,TRUE,2,Jumeirah Golf Estates,Red,39,19.1,yearly,2,193100,33,363
R000653,13-01-22,Jumeirah Lake Towers,JLT,25.05856,55.14463,apartment,1BR,1,881,81.9,marina,fully_furnished,FALSE,1,UAE Pavilion,Red,57,20.21,yearly,4,18200,20,222
R000654,25-01-22,Damac Hills,Damac Hills,25.03145,55.26003,apartment,1BR,1,840,78,park,fully_furnished,TRUE,1,Expo 2020,Red,167,18.49,yearly,2,18000,21,231
R000655,28-06-22,Al Reem,Arabian Ranches,25.05237,55.24857,villa,4BR_villa,4,4459,414.2,community,semi_furnished,TRUE,2,Business Bay,Red,185,16.31,yearly,12,124400,27,300
R000656,29-07-25,The Lakes,Emirates Living,25.05171,55.18191,villa,3BR_villa,3,2923,271.6,pool,unfurnished,FALSE,2,Jebel Ali,Red,92,18.67,yearly,2,176900,60,651
R000657,20-02-24,Mira,Reem,25.03022,55.27862,villa,3BR_villa,3,2131,198,community,semi_furnished,TRUE,2,BurJuman,Red,285,18.57,short_term,2,55400,26,280
R000658,12-12-22,Arabian Ranches 3,Arabian Ranches,25.05309,55.28094,villa,3BR_villa,3,3609,335.3,community,fully_furnished,FALSE,3,Mall of the Emirates,Red,129,16.04,yearly,4,150100,41,448
R000659,01-04-21,Bukadra,Bukadra,25.16664,55.33564,villa,4BR_villa,4,3056,283.9,city,unfurnished,TRUE,3,Union,Red,124,7.04,yearly,2,40300,13,142
R000660,12-01-21,Mira,Reem,25.04652,55.28479,villa,6BR_villa,6,8953,831.8,community,semi_furnished,FALSE,3,Oud Metha,Green,268,16.79,yearly,1,165800,18,199
R000661,09-03-21,International City,International City,25.15975,55.397,apartment,studio,0,540,50.2,sea,semi_furnished,TRUE,1,Oud Metha,Green,152,13.02,yearly,2,4400,8,88
R000662,17-02-23,The Greens,The Greens,25.10372,55.17197,apartment,2BR,2,987,91.7,city,fully_furnished,FALSE,2,Dubai Internet City,Red,5,14.64,yearly,4,40900,41,446
R000663,19-08-23,Jumeirah 2,Jumeirah,25.2278,55.23269,apartment,1BR,1,577,53.6,city,semi_furnished,TRUE,3,Emirates Towers,Red,50,5.4,yearly,2,23900,41,446
R000664,27-08-22,Dubai Marina,Dubai Marina,25.06895,55.14509,apartment,studio,0,300,27.9,burj_khalifa,fully_furnished,TRUE,1,Sharaf DG,Red,74,19.31,yearly,2,12000,39,430
R000665,18-07-23,City Walk,Al Wasl,25.22316,55.26844,apartment,3BR,3,1403,130.4,marina,unfurnished,FALSE,1,Burj Khalifa/Dubai Mall,Red,19,2.95,yearly,4,100500,71,771
R000666,27-12-22,Expo City,Dubai South,24.95501,55.17316,apartment,studio,0,430,40,community,unfurnished,TRUE,1,Expo 2020,Red,6,28.8,yearly,12,8100,18,202
R000667,08-01-24,Jumeirah Park,Emirates Living,25.05152,55.19007,villa,5BR_villa,5,5817,540.4,burj_khalifa,fully_furnished,TRUE,2,Al Furjan,Red,47,18.29,yearly,4,406700,69,753
R000668,16-04-26,Palm Jumeirah,Palm Jumeirah,25.10466,55.12396,villa,6BR_villa,6,5479,509,city,fully_furnished,FALSE,2,Dubai Internet City,Red,47,18.31,short_term,1,456100,83,896
R000669,16-05-21,Dubai Sports City,Dubai Sports City,25.03556,55.23261,apartment,1BR,1,433,40.3,park,fully_furnished,FALSE,1,Sharaf DG,Red,100,18.46,short_term,1,5400,12,133
R000670,11-04-23,The Lakes,Emirates Living,25.06262,55.20343,villa,4BR_villa,4,4593,426.7,community,unfurnished,TRUE,4,Al Furjan,Red,59,16.58,short_term,2,145800,31,342
R000671,11-08-23,Mudon,Dubailand,25.04263,55.26407,villa,5BR_villa,5,3336,309.9,pool,unfurnished,TRUE,2,Discovery Gardens,Red,132,17.22,yearly,2,67900,20,219
R000672,23-01-26,Mudon,Dubailand,25.04931,55.23104,villa,4BR_villa,4,4162,386.7,city,unfurnished,FALSE,4,Jumeirah Golf Estates,Red,108,17.01,yearly,2,103600,24,268
R000673,11-11-22,Bluewaters Island,Dubai Marina,25.07908,55.12491,apartment,2BR,2,1103,102.5,pool,fully_furnished,TRUE,1,Emirates Towers,Red,265,19.97,yearly,4,82500,74,806
R000674,11-05-24,Living Legends,Dubailand,25.08507,55.31081,apartment,3BR,3,878,81.5,sea,unfurnished,TRUE,1,Ibn Battuta,Red,226,13,yearly,12,29200,33,358
R000675,30-05-22,Dubai Production City,IMPZ,25.02071,55.22039,apartment,3BR,3,1968,182.8,city,fully_furnished,TRUE,1,ADCB,Red,322,20.36,yearly,2,29300,14,160
R000676,28-09-22,Al Mamzar,Al Mamzar,25.29832,55.34656,apartment,4BR_penthouse,4,2674,248.5,city,semi_furnished,TRUE,1,Al Qiyadah (G),Green,10,13.38,short_term,4,50200,18,202
R000677,21-08-23,Jebel Ali,Jebel Ali,25.01027,55.1101,apartment,4BR_penthouse,4,3685,342.4,burj_khalifa,fully_furnished,TRUE,2,Energy,Red,41,26.57,yearly,6,89000,24,260
R000678,06-05-21,International City,International City,25.16073,55.4413,apartment,3BR,3,1611,149.7,city,fully_furnished,FALSE,1,Dubai Healthcare City,Green,137,17.28,yearly,1,12300,7,82
R000679,01-12-23,Al Furjan,Al Furjan,25.03527,55.14887,apartment,1BR,1,661,61.4,marina,unfurnished,TRUE,1,Al Furjan,Red,5,22,yearly,6,16200,24,264
R000680,29-07-23,The Valley,Dubai-Al Ain Road,24.95923,55.50993,villa,6BR_villa,6,6753,627.3,golf_course,unfurnished,TRUE,2,First Abu Dhabi Bank,Red,392,35.54,yearly,6,155900,23,249
R000681,09-05-22,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12959,55.38325,apartment,2BR,2,1072,99.6,community,semi_furnished,TRUE,1,Salah Al Din,Red,231,13.29,yearly,4,12500,11,125
R000682,16-02-22,City Walk,Al Wasl,25.19715,55.26395,apartment,studio,0,585,54.4,pool,unfurnished,FALSE,2,Burj Khalifa/Dubai Mall,Red,19,1.05,yearly,12,25700,43,472
R000683,27-08-24,Jumeirah Village Triangle,JVT,25.05235,55.17409,apartment,2BR,2,883,82,community,fully_furnished,FALSE,2,Jumeirah Golf Estates,Red,45,19.01,yearly,4,22900,25,279
R000684,30-10-23,Green Community,DIP,24.99843,55.17665,villa,3BR_villa,3,2458,228.3,marina,fully_furnished,FALSE,3,Jumeirah Golf Estates,Red,30,24.2,yearly,6,56500,23,248
R000685,19-02-26,Jumeirah 3,Jumeirah,25.20795,55.2235,apartment,1BR,1,917,85.2,golf_course,unfurnished,TRUE,2,Emirates Towers,Red,64,5.26,yearly,4,38900,42,456
R000686,30-12-24,Green Community,DIP,24.9952,55.15968,villa,3BR_villa,3,2009,186.6,community,fully_furnished,TRUE,3,Jumeirah Golf Estates,Red,30,25.26,yearly,4,42800,21,229
R000687,11-01-24,Dubai Festival City,Festival City,25.2478,55.34929,apartment,studio,0,423,39.3,community,fully_furnished,TRUE,2,Max,Red,72,9.4,yearly,2,15700,37,401
R000688,28-01-21,Bluewaters Island,Dubai Marina,25.08807,55.14679,apartment,2BR,2,972,90.3,park,fully_furnished,TRUE,3,Abu Baker Al Siddique (G),Green,366,17.67,yearly,6,36000,37,399
R000689,04-08-23,Al Warqa,Al Warqa,25.20627,55.39763,villa,4BR_villa,4,3969,368.7,burj_khalifa,unfurnished,TRUE,3,Abu Hail,Red,143,12.44,yearly,2,104600,26,284
R000690,08-01-26,Bukadra,Bukadra,25.17804,55.32685,apartment,studio,0,513,47.7,park,fully_furnished,FALSE,1,Al Jafiliya,Red,86,5.69,yearly,2,17400,34,366
R000691,10-02-21,Meydan,Meydan,25.12793,55.29833,villa,4BR_villa,4,3760,349.3,community,fully_furnished,TRUE,3,BurJuman,Red,136,8.07,yearly,4,91400,24,262
R000692,13-12-25,Dubai South,Dubai South,24.91446,55.16381,apartment,1BR,1,932,86.5,city,unfurnished,FALSE,1,UAE Pavilion,Red,164,33.36,yearly,1,14400,15,167
R000693,26-11-22,Jumeirah 1,Jumeirah,25.22117,55.26387,villa,3BR_villa,3,2273,211.2,golf_course,fully_furnished,FALSE,3,BurJuman (G),Green,66,2.87,yearly,1,98400,43,466
R000694,16-04-21,Arabian Ranches 3,Arabian Ranches,25.05256,55.30449,villa,5BR_villa,5,4777,443.8,burj_khalifa,unfurnished,FALSE,3,Noor Bank,Red,126,16.37,yearly,2,167800,35,378
R000695,18-07-22,Downtown Dubai,Downtown,25.19798,55.24459,apartment,1BR,1,577,53.6,community,unfurnished,TRUE,1,Burj Khalifa/Dubai Mall,Red,6,3,yearly,4,21400,37,400
R000696,21-09-22,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15526,55.30955,apartment,studio,0,404,37.5,sea,fully_furnished,FALSE,2,Al Jafiliya,Red,95,5.85,yearly,4,15200,37,406
R000697,07-12-25,The Views,The Greens,25.10189,55.16439,apartment,2BR,2,1337,124.2,city,semi_furnished,FALSE,2,Dubai Internet City,Red,6,15.33,yearly,2,51200,38,412
R000698,23-02-24,Reem Mira,Reem,25.03745,55.27538,villa,4BR_villa,4,4722,438.7,sea,fully_furnished,TRUE,2,UAE Pavilion,Red,176,17.76,yearly,2,168700,35,385
R000699,21-01-26,City Walk,Al Wasl,25.20537,55.26624,apartment,4BR_penthouse,4,3200,297.3,sea,unfurnished,TRUE,1,Salah Al Din (G),Green,122,1.22,yearly,6,221600,69,745
R000700,14-08-24,Meydan,Meydan,25.14642,55.30383,villa,3BR_villa,3,2738,254.4,community,semi_furnished,FALSE,4,BurJuman,Red,137,6.38,short_term,2,129500,47,509
R000701,16-04-21,Green Community,DIP,25.0098,55.16934,villa,4BR_villa,4,3023,280.8,golf_course,fully_furnished,TRUE,2,Jumeirah Golf Estates,Red,30,23.37,yearly,12,52400,17,187
R000702,21-03-21,Falcon City of Wonders,Dubailand,25.0379,55.30302,apartment,2BR,2,1151,106.9,community,unfurnished,FALSE,2,Mashreq Bank,Red,194,17.95,short_term,2,11700,10,109
R000703,25-04-22,Dubai Islands,Deira Islands,25.29114,55.3143,apartment,1BR,1,795,73.8,marina,semi_furnished,TRUE,3,Stadium,Red,71,11.19,yearly,2,29800,37,404
R000704,03-08-23,Bur Dubai,Bur Dubai,25.25363,55.30144,apartment,3BR,3,1708,158.7,community,semi_furnished,FALSE,3,Al Ras,Green,11,6.84,yearly,6,29200,17,184
R000705,05-04-24,Sobha Hartland,MBR City,25.17687,55.3302,villa,6BR_villa,6,9960,925.4,city,unfurnished,FALSE,2,Business Bay,Red,44,6.05,yearly,4,404000,40,437
R000706,28-05-25,World Islands,World Islands,25.23597,55.152,apartment,4BR_penthouse,4,2775,257.8,park,unfurnished,FALSE,1,Al Ghubaiba,Green,169,13.05,yearly,1,170100,61,660
R000707,28-05-22,Jumeirah Islands,Emirates Living,25.04649,55.17512,villa,6BR_villa,6,7924,736.1,community,unfurnished,TRUE,3,Al Furjan,Red,36,19.51,yearly,12,294400,37,400
R000708,26-04-26,Al Barsha,Al Barsha,25.11217,55.18911,apartment,1BR,1,857,79.6,city,semi_furnished,TRUE,2,Mall of the Emirates,Red,15,12.77,yearly,1,22900,26,288
